,date,day_of_week,is_weekend,day_of_month,month,year,is_holiday,season,lag_1,lag_2,lag_7,lag_14,lag_month,lag_year,rolling_mean_3,rolling_std_7,rolling_max_7,rolling_mean_7_lag_7,total_trips_all_routes,trips_from_mont_royal_all,trips_to_berri_all,total_rolling_mean_3,total_rolling_std_7,total_lag_7,trip_count
685,2017-09-23,5,1,23,9,2017,0,4,4.0,7.0,2.0,3.0,3.0,1.0,4.333333333333333,2.0586634591635415,7.0,3.4285714285714284,28549.0,146.0,226.0,28934.333333333332,3269.6057356611286,28896.0,4
686,2017-09-24,6,1,24,9,2017,0,4,4.0,4.0,2.0,5.0,1.0,6.0,5.0,1.9148542155126662,7.0,3.0,22787.0,146.0,155.0,26954.666666666668,3235.729225236422,23104.0,2
687,2017-09-25,0,0,25,9,2017,0,4,2.0,4.0,3.0,1.0,7.0,4.0,3.3333333333333335,1.9148542155126662,7.0,3.2857142857142856,22496.0,134.0,171.0,24610.666666666668,3297.581408071469,21319.0,2
688,2017-09-27,2,0,27,9,2017,0,4,2.0,2.0,6.0,3.0,3.0,2.0,2.6666666666666665,2.03540097839642,7.0,3.7142857142857144,28207.0,135.0,236.0,25813.666666666668,2983.4531447080158,28937.0,2
689,2017-09-28,3,0,28,9,2017,0,4,2.0,2.0,2.0,6.0,4.0,,2.0,1.8898223650461259,7.0,3.142857142857143,24789.0,124.0,194.0,26578.0,2909.0745214638346,28726.0,2
690,2017-09-29,4,0,29,9,2017,0,4,2.0,2.0,7.0,1.0,3.0,4.0,2.0,1.8898223650461259,7.0,4.0,26836.0,134.0,206.0,26610.666666666668,2835.9774161236355,29528.0,1
691,2017-09-30,5,1,30,9,2017,0,4,1.0,2.0,4.0,6.0,4.0,2.0,1.6666666666666667,1.1338934190276642,4.0,3.7142857142857144,24984.0,136.0,193.0,25536.333333333332,2460.1793778970473,28549.0,5
692,2017-10-03,1,0,3,10,2017,0,4,5.0,1.0,4.0,2.0,,3.0,2.6666666666666665,1.3972762620115295,5.0,4.0,25584.0,138.0,171.0,20212.666666666668,4466.35688335861,26738.0,4
693,2017-10-04,2,0,4,10,2017,0,4,4.0,5.0,2.0,2.0,,5.0,3.3333333333333335,1.3972762620115295,5.0,4.0,26384.0,123.0,205.0,22892.333333333332,4359.917190126769,28207.0,1
694,2017-10-05,3,0,5,10,2017,0,4,1.0,4.0,2.0,3.0,6.0,4.0,3.3333333333333335,1.5118578920368957,5.0,3.857142857142857,21825.0,113.0,188.0,24597.666666666668,4087.318005268422,24789.0,2
695,2017-10-06,4,0,6,10,2017,0,4,2.0,1.0,2.0,6.0,,2.0,2.3333333333333335,1.5118578920368957,5.0,3.2857142857142856,25256.0,130.0,199.0,24488.333333333332,4070.0154322862845,26836.0,13
696,2017-10-08,6,1,8,10,2017,0,4,13.0,2.0,2.0,2.0,3.0,2.0,5.333333333333333,4.24264068711928,13.0,3.2857142857142856,13011.0,106.0,115.0,21039.333333333332,3844.315357957698,18345.0,2
697,2017-10-10,1,0,10,10,2017,0,4,2.0,13.0,1.0,7.0,1.0,2.0,5.666666666666667,4.24264068711928,13.0,2.4285714285714284,5900.0,68.0,43.0,10993.666666666666,5674.648938166064,25584.0,2
698,2017-10-11,2,0,11,10,2017,0,4,2.0,2.0,5.0,4.0,3.0,1.0,5.666666666666667,4.14039335605412,13.0,2.5714285714285716,24526.0,115.0,202.0,14832.0,7823.5171484076645,26384.0,2
699,2017-10-12,3,0,12,10,2017,0,4,2.0,2.0,4.0,4.0,6.0,3.0,2.0,4.191828786034627,13.0,2.5714285714285716,22426.0,108.0,182.0,17617.333333333332,7548.294812169749,21825.0,3
700,2017-10-13,4,0,13,10,2017,0,4,3.0,2.0,1.0,2.0,1.0,1.0,2.3333333333333335,4.19750492781695,13.0,2.4285714285714284,23280.0,137.0,186.0,23410.666666666668,7595.80205176017,25256.0,1
701,2017-10-14,5,1,14,10,2017,0,4,1.0,3.0,2.0,2.0,6.0,1.0,2.0,4.19750492781695,13.0,2.4285714285714284,22795.0,105.0,188.0,22833.666666666668,7338.58738515281,24851.0,1
702,2017-10-17,1,0,17,10,2017,0,4,1.0,1.0,13.0,2.0,,5.0,1.6666666666666667,4.276179870598785,13.0,4.0,18392.0,103.0,126.0,15225.666666666666,7187.986289967588,5900.0,1
703,2017-10-18,2,0,18,10,2017,0,4,1.0,1.0,2.0,2.0,3.0,,1.0,0.7559289460184223,3.0,4.0,20084.0,98.0,185.0,16537.0,4842.468737760822,24526.0,2
704,2017-10-19,3,0,19,10,2017,0,4,2.0,1.0,2.0,1.0,6.0,2.0,1.3333333333333333,0.7559289460184223,3.0,4.142857142857143,22919.0,125.0,188.0,20465.0,4392.338508292464,22426.0,1
705,2017-10-21,5,1,21,10,2017,0,4,1.0,2.0,2.0,5.0,7.0,,1.3333333333333333,0.7867957924694121,3.0,3.7142857142857144,22442.0,112.0,190.0,22658.0,4362.16104154595,22795.0,3
706,2017-10-22,6,1,22,10,2017,0,4,3.0,1.0,3.0,4.0,4.0,1.0,2.0,0.9511897312113163,3.0,3.5714285714285716,18013.0,137.0,153.0,21022.666666666668,4314.857355695584,16150.0,1
707,2017-10-24,1,0,24,10,2017,0,4,1.0,3.0,1.0,1.0,2.0,1.0,1.6666666666666667,0.786795792469412,3.0,3.5714285714285716,22163.0,110.0,155.0,18850.666666666668,2610.4086160709776,18392.0,1
708,2017-10-25,2,0,25,10,2017,0,4,1.0,1.0,1.0,2.0,2.0,3.0,1.6666666666666667,0.786795792469412,3.0,3.4285714285714284,13072.0,81.0,117.0,17203.666666666668,2583.3714958779806,20084.0,3
709,2017-10-27,4,0,27,10,2017,0,4,3.0,1.0,1.0,13.0,2.0,2.0,1.6666666666666667,0.9511897312113163,3.0,1.7142857142857142,14786.0,83.0,113.0,16748.333333333332,3808.2462030254173,22613.0,3
710,2017-10-28,5,1,28,10,2017,0,4,3.0,3.0,2.0,2.0,2.0,2.0,2.3333333333333335,0.999999999999976,3.0,1.7142857142857142,19725.0,89.0,154.0,18966.0,3917.088532498179,22442.0,4
711,2017-10-31,1,0,31,10,2017,0,4,4.0,3.0,1.0,2.0,5.0,1.0,3.3333333333333335,1.2535663410559985,4.0,1.5714285714285714,13689.0,84.0,94.0,12287.0,5528.244218814592,22163.0,1
712,2017-11-01,2,0,1,11,2017,0,4,1.0,4.0,3.0,2.0,,2.0,2.6666666666666665,1.2535663410559985,4.0,1.7142857142857142,16463.0,109.0,134.0,12362.333333333334,4974.443883730176,13072.0,1
713,2017-11-03,4,0,3,11,2017,0,4,1.0,1.0,1.0,3.0,4.0,,2.0,1.2909944487357872,4.0,1.4285714285714286,8222.0,71.0,67.0,13457.0,3936.220891256158,14786.0,2
714,2017-11-06,0,0,6,11,2017,0,4,2.0,1.0,1.0,1.0,13.0,2.0,1.3333333333333333,1.2149857925878922,4.0,1.4285714285714286,5714.0,65.0,51.0,10552.333333333334,3742.6011326474995,6935.0,1
715,2017-11-08,2,0,8,11,2017,0,4,1.0,2.0,3.0,1.0,2.0,2.0,1.3333333333333333,1.2149857925878922,4.0,1.7142857142857142,13852.0,85.0,122.0,10874.333333333334,4025.5729198876024,16463.0,1
716,2017-11-09,3,0,9,11,2017,0,4,1.0,1.0,3.0,1.0,,4.0,1.3333333333333333,1.214985792587892,4.0,2.0,13802.0,104.0,123.0,13570.333333333334,3664.661557815719,15686.0,3
717,2017-11-12,6,1,12,11,2017,0,4,3.0,1.0,4.0,2.0,3.0,3.0,1.6666666666666667,1.214985792587892,4.0,2.2857142857142856,6340.0,51.0,67.0,9249.333333333334,3214.7606813095977,11087.0,3
